ID,Edad,Ocupacion,Estado,familiar,laboral,emocional,social,ansiedad_familiar,resignacion_familiar,proactividad_familiar,evasion_familiar,ansiedad_laboral,resignacion_laboral,proactividad_laboral,evasion_laboral,ansiedad_emocional,resignacion_emocional,proactividad_emocional,evasion_emocional,ansiedad_social,resignacion_social,proactividad_social,evasion_social
12,27,Médico ,Tlaxcala,"[nan, 'Es muy pequeña', 'Es la mejor del mundo, luchadora, inteligente y muy fuerte ', 'Descansa cuando está muy enfermo', 'Una gran persona', 'Chocamos pero nos amamos', 'Este sano ', 'Son unidas', 'Son poderosas', 'Maravilloso', 'Me obligaba a suprimir mis emociones ', 'A veces no comprende mi vida']","['Con mis compañeros de turno ', 'Buscaría la forma de que todos nos comunicáramos de forma eficiente ', 'Eran pacientes ', 'Buena onda', 'Ser rica', 'Me pongo seria ', 'Me siento culpable']","['A las arañas', 'Tuviera más tiempo disponible para estar con mis hijas ', 'A las arañas ', 'No ahorrar dinero ', 'Morir', 'Mi peso', 'Poder crecer profesionalmente', 'No intentar', 'Ser infiiel']","['Los admiro', 'Sea mentirosa', 'Somos sensibles y a la vez muy fuertes', 'Sería bueno para lo que hace', 'Es la que me demuestra cariño', 'Somos fuertes ', 'Tendría cuidado', 'Me ayude a crecer', 'Las admiro', 'No lo notan ', 'Que se critican unas con otras ', 'Son buenas personas']",0.038,0.548,0.038,0.092,0.0,0.597,0.0,0.114,0.046,0.589,0.046,0.217,0.0,0.609,0.006,0.069
13,21,Estudiante ,Puebla ,"['No', 'Es compartida', 'No', 'Quería lo mejor para mi', 'Normal', 'No', 'Este siempre para mi', 'Son disfuncionales', 'Te protegen', 'Una buena persona ', 'Me hacía sentir excluido', 'Me gustaría que fuera parte de mi vida']","['Con mis patrones', 'Daría lo justo ', 'Los respeto', 'De carácter fuerte ', 'Tener una solvencia económica ', 'Me agrada ', 'Considero que es lo correcto ']","['A quedarme sin dinero ', 'Ayudaría a las personas ', 'A la deslealtad ', 'Tomar mucho', 'Hacer cosas nuevas ', 'Quitarle oportunidades a mis padres ', 'Tener un emprendimiento ', 'No hacer las cosas ', 'Frustarme']","['Los respeto', 'Humilla ', 'Estudiar y prepararse ', 'Que sea honesta', 'Que sean amistosos', 'Podemos ser leales', 'Respetaría mi cuerpo', 'Sea honesta ', 'Son personas buenas ', 'Se alejan ', 'Que sean conformista ', 'No socializo']",0.0,0.566,0.0,0.133,0.0,0.547,0.0,0.143,0.0,0.567,0.0,0.2,0.0,0.536,0.0,0.15
13,21,Estudiante ,Puebla ,"['No', 'Es compartida', 'No', 'Quería lo mejor para mi', 'Normal', 'No', 'Este siempre para mi', 'Son disfuncionales', 'Te protegen', 'Una buena persona ', 'Me hacía sentir excluido', 'Me gustaría que fuera parte de mi vida']","['Con mis patrones', 'Daría lo justo ', 'Los respeto', 'De carácter fuerte ', 'Tener una solvencia económica ', 'Me agrada ', 'Considero que es lo correcto ']","['A quedarme sin dinero ', 'Ayudaría a las personas ', 'A la deslealtad ', 'Tomar mucho', 'Hacer cosas nuevas ', 'Quitarle oportunidades a mis padres ', 'Tener un emprendimiento ', 'No hacer las cosas ', 'Frustarme']","['Los respeto', 'Humilla ', 'Estudiar y prepararse ', 'Que sea honesta', 'Que sean amistosos', 'Podemos ser leales', 'Respetaría mi cuerpo', 'Sea honesta ', 'Son personas buenas ', 'Se alejan ', 'Que sean conformista ', 'No socializo']",0.104,0.545,0.104,0.179,0.0,0.623,0.0,0.143,0.046,0.56,0.046,0.224,0.0,0.623,0.0,0.172
14,21,Estudiante,Tlaxcala,"['Estaba enojado', 'Es unida ', 'Es fantastica ', 'Nos quiere mucho ', 'Con respeto ', 'Nos queremos mucho ', 'Estubiera con nosotros ', 'Son unidas', 'Quieren a sus hijos', 'Muy afectuoso ', 'Siempre me dejaron tomar mis decisiones ', 'Falla en la planeacion y lo termino haciendo ']","['Con todos ', 'Me admiraria ', 'Tienen un buen concepto de mi ', 'Amigables ', 'Ser millonario', 'Sigo en mi trabajo', 'Lo realizo con comprencion ']","['Quedarme solo', 'Cuando cumpla todas mis metas ', 'Nada ', 'Tratar de solucionar algo que no tenia arreglo', 'Socializar mas ', 'Nada ', 'Lograr todas mis metas ', 'No le hago caso a mis temores', 'Mentir']","['Las respeto', 'Es irresponsable e impuntual', 'Son interesantes', 'Tiene un buen concepto de mi', 'Las personas responsables ', 'Son interesantes ', 'Me protegeria ', 'Tenga compromiso en su trabajo', 'Padres y maestros', 'No pasa nada ', 'Nada ', 'Es trabajadora ']",0.0,0.52,0.0,0.067,0.0,0.528,0.0,0.114,0.0,0.543,0.0,0.133,0.0,0.497,0.0,0.083
14,21,Estudiante,Tlaxcala,"['Estaba enojado', 'Es unida ', 'Es fantastica ', 'Nos quiere mucho ', 'Con respeto ', 'Nos queremos mucho ', 'Estubiera con nosotros ', 'Son unidas', 'Quieren a sus hijos', 'Muy afectuoso ', 'Siempre me dejaron tomar mis decisiones ', 'Falla en la planeacion y lo termino haciendo ']","['Con todos ', 'Me admiraria ', 'Tienen un buen concepto de mi ', 'Amigables ', 'Ser millonario', 'Sigo en mi trabajo', 'Lo realizo con comprencion ']","['Quedarme solo', 'Cuando cumpla todas mis metas ', 'Nada ', 'Tratar de solucionar algo que no tenia arreglo', 'Socializar mas ', 'Nada ', 'Lograr todas mis metas ', 'No le hago caso a mis temores', 'Mentir']","['Las respeto', 'Es irresponsable e impuntual', 'Son interesantes', 'Tiene un buen concepto de mi', 'Las personas responsables ', 'Son interesantes ', 'Me protegeria ', 'Tenga compromiso en su trabajo', 'Padres y maestros', 'No pasa nada ', 'Nada ', 'Es trabajadora ']",0.0,0.589,0.0,0.075,0.06,0.552,0.06,0.164,0.046,0.565,0.046,0.161,0.0,0.563,0.0,0.081
15,20,Estilista ,Tlaxcala,"['Descansa ', 'Tienes su esencia, cada familia es única ', 'Es increíble, es única y no la cambiaría, la amo', 'Le hace falta descansar', 'Quiere ', 'Aveces peleamos ', 'Disfrute su vida más, con mi mamá ', 'Han tenido algún problema ', 'Necesitan descansar un día ', 'Súper trabajador ', 'Le gustaba ir a comer al monte ', 'Aveces no me deja salir']","['Con mis compañeras ', 'Sería con ambiente relax ', 'Ella es increíble ', 'Buenas personas ', 'Es tener una casa propia y mi propio local', 'Corro ', 'Me da pena ']","['No tener un futuro, y estar sola, perder mi familia ', 'Llegó a viajar ', 'La oscuridad y estar sola ', 'No proteger lo que quería, ni defender, no saber tomar decisiones, no acepta quien soy, no tener valor para hablar ', 'Las decisiones, lo nuevo ', 'Nada ', 'Tener un hogar, y viajar ', 'Cometer errores, el fracaso ', 'Hacerme daño ']","['Son de lo mejor ', 'Es grosera, egocéntrica, creída, despota', 'Son únicas ', 'Sería mis compañeras ', 'Son los que no mienten', 'Han sufrido algo ', 'Sería con la persona que ame', 'Se apure ', 'Es mi maestra y mis papás ', 'Se preguntan si estoy bien ', 'Que aveces que guardan las cosas ', 'Hace lo que quiere ']",0.0,0.561,0.0,0.033,0.0,0.564,0.0,0.114,0.0,0.513,0.0,0.156,0.0,0.554,0.0,0.017
15,20,Estilista ,Tlaxcala,"['Descansa ', 'Tienes su esencia, cada familia es única ', 'Es increíble, es única y no la cambiaría, la amo', 'Le hace falta descansar', 'Quiere ', 'Aveces peleamos ', 'Disfrute su vida más, con mi mamá ', 'Han tenido algún problema ', 'Necesitan descansar un día ', 'Súper trabajador ', 'Le gustaba ir a comer al monte ', 'Aveces no me deja salir']","['Con mis compañeras ', 'Sería con ambiente relax ', 'Ella es increíble ', 'Buenas personas ', 'Es tener una casa propia y mi propio local', 'Corro ', 'Me da pena ']","['No tener un futuro, y estar sola, perder mi familia ', 'Llegó a viajar ', 'La oscuridad y estar sola ', 'No proteger lo que quería, ni defender, no saber tomar decisiones, no acepta quien soy, no tener valor para hablar ', 'Las decisiones, lo nuevo ', 'Nada ', 'Tener un hogar, y viajar ', 'Cometer errores, el fracaso ', 'Hacerme daño ']","['Son de lo mejor ', 'Es grosera, egocéntrica, creída, despota', 'Son únicas ', 'Sería mis compañeras ', 'Son los que no mienten', 'Han sufrido algo ', 'Sería con la persona que ame', 'Se apure ', 'Es mi maestra y mis papás ', 'Se preguntan si estoy bien ', 'Que aveces que guardan las cosas ', 'Hace lo que quiere ']",0.069,0.526,0.075,0.117,0.0,0.632,0.0,0.114,0.0,0.508,0.0,0.163,0.0,0.596,0.0,0.039
16,21,Estudiante ,Tlaxcala,"['Está serio', 'Es muy divertida ', 'Es muy buena ', 'Es muy estricto en mi educación ', 'Siempre ', 'Nos compartimos todo ', 'Viva mucho tiempo ', 'Son tranquilas ', 'Son muy trabajadoras ', 'Muy bueno conmigo ', 'Siempre trabajaba ', 'Nada ']","['Con todos ', 'Todo es ordenado ', 'So. Muy buenos ', 'Responsables ', 'No tengo ', 'Me pongo a limpiar ', 'Me estreso ']","['A las abejas ', 'Encontrará un trabajo en lo que me gusta ', 'A las abejas ', 'Ninguna ', 'Las abejas ', 'Nada ', 'Nada ', 'Nada ', 'Nada ']","['Son muy buenos ', 'Es muy estricta ', 'Son muy buenas ', 'Tendría que ser responsable ', 'Me cae bien ', 'Son estrictas con su apariencia ', 'No sé ', 'Compaginamos ', 'Son trabajadores ', 'No se', 'No sé ', 'Es responsable ']",0.0,0.436,0.0,0.083,0.0,0.571,0.0,0.086,0.0,0.519,0.0,0.178,0.0,0.515,0.0,0.05
16,21,Estudiante ,Tlaxcala,"['Está serio', 'Es muy divertida ', 'Es muy buena ', 'Es muy estricto en mi educación ', 'Siempre ', 'Nos compartimos todo ', 'Viva mucho tiempo ', 'Son tranquilas ', 'Son muy trabajadoras ', 'Muy bueno conmigo ', 'Siempre trabajaba ', 'Nada ']","['Con todos ', 'Todo es ordenado ', 'So. Muy buenos ', 'Responsables ', 'No tengo ', 'Me pongo a limpiar ', 'Me estreso ']","['A las abejas ', 'Encontrará un trabajo en lo que me gusta ', 'A las abejas ', 'Ninguna ', 'Las abejas ', 'Nada ', 'Nada ', 'Nada ', 'Nada ']","['Son muy buenos ', 'Es muy estricta ', 'Son muy buenas ', 'Tendría que ser responsable ', 'Me cae bien ', 'Son estrictas con su apariencia ', 'No sé ', 'Compaginamos ', 'Son trabajadores ', 'No se', 'No sé ', 'Es responsable ']",0.035,0.452,0.035,0.096,0.06,0.556,0.064,0.131,0.0,0.53,0.0,0.178,0.035,0.583,0.035,0.085
17,19,Estudiante ,Tlaxcala ,"['Sale sin nosotros ', 'Es muy unida ', 'Es un gran ejemplo, yo quiero ser como ella.', 'Le gusta comer carne de puerco ', 'Su hija y hermana ', 'Tenemos una muy buena relación ', 'Viva más años ', 'No se comunican mucho ', 'Son amorosas y dan la vida por sus hijos ', 'Muy fuerte ', 'Hacia fiestas muy grandes ', 'Su familia no ']","['Con pocas personas ya que me cuesta mucho expresarme y la mayoría de las veces los incomodo ', 'Trabaja con tiempo ', 'Me inspiran (solo algunos)', 'Buenas ya que comparten sus experiencias ', 'Es cómprale una combi a mi padre ', 'Me inspiró ', 'Aveces me impresiono ']","['Que no pueda trabajar ', 'Ya estuviera aportando algo economico a mi familia ', 'Tener una relación ', 'No contestar como se debe en varias ocasiones ', 'Las entrevistas ', 'No poder dar dinero ', 'Ganar mucho dinero sin hacer algo ilícito ', 'Mejorar ', 'No hacerle caso a mi mamá ']","['Son un ejemplo ', 'No dice las cosas en la cara ', 'Son muy fuertes ', 'Espero que aprendan mucho ', 'Es la que te dice todo de frente ', 'Trabajan muy bien y de firma limpia ', 'Sería para concebir un hijo ', 'Le guste progresar y no sea envidiosa ', 'Son mi padres y jefes ', 'Me cuentan todo lo de su día ', 'No tengo nada encontra ', 'Es muy amable ']",0.0,0.533,0.0,0.083,0.0,0.606,0.0,0.0,0.0,0.568,0.0,0.178,0.0,0.5,0.0,0.017
17,19,Estudiante ,Tlaxcala ,"['Sale sin nosotros ', 'Es muy unida ', 'Es un gran ejemplo, yo quiero ser como ella.', 'Le gusta comer carne de puerco ', 'Su hija y hermana ', 'Tenemos una muy buena relación ', 'Viva más años ', 'No se comunican mucho ', 'Son amorosas y dan la vida por sus hijos ', 'Muy fuerte ', 'Hacia fiestas muy grandes ', 'Su familia no ']","['Con pocas personas ya que me cuesta mucho expresarme y la mayoría de las veces los incomodo ', 'Trabaja con tiempo ', 'Me inspiran (solo algunos)', 'Buenas ya que comparten sus experiencias ', 'Es cómprale una combi a mi padre ', 'Me inspiró ', 'Aveces me impresiono ']","['Que no pueda trabajar ', 'Ya estuviera aportando algo economico a mi familia ', 'Tener una relación ', 'No contestar como se debe en varias ocasiones ', 'Las entrevistas ', 'No poder dar dinero ', 'Ganar mucho dinero sin hacer algo ilícito ', 'Mejorar ', 'No hacerle caso a mi mamá ']","['Son un ejemplo ', 'No dice las cosas en la cara ', 'Son muy fuertes ', 'Espero que aprendan mucho ', 'Es la que te dice todo de frente ', 'Trabajan muy bien y de firma limpia ', 'Sería para concebir un hijo ', 'Le guste progresar y no sea envidiosa ', 'Son mi padres y jefes ', 'Me cuentan todo lo de su día ', 'No tengo nada encontra ', 'Es muy amable ']",0.0,0.558,0.0,0.103,0.0,0.53,0.0,0.019,0.046,0.6,0.046,0.194,0.0,0.499,0.0,0.031
18,20,Estudiante,Tlaxcala,"['expresa lo que siente', 'es reservada', 'es valiente', 'quiere sentirse amado', 'alguien valiosa ', 'nos queremos mucho', 'sea feliz', 'son muy grandes', 'dan más de su 100%', 'un adulto que no pudo disfrutar su niñez', 'peleaba mucho', 'aún tiene creencias conservadoras']","['con mis compañeros', 'se organiza mejor ', 'deberían ser más estrictos', 'comprensivas', 'construir un hogar amoroso', 'continúo con lo mío', 'busco ser justa']","['que me olviden', 'mis esfuerzos dan frutos', 'no dar mi máximo esfuerzo', 'callarme para no incomodar', 'los hombres', 'que mis padres pelearan ', 'ser amada profundamente ', 'mejorar', 'permitir que se me faltara el respeto']","['tienen mucho que enseñar', 'no tiene opinión propia', 'merecen sentirse seguras', 'debe ser responsable', 'es genuina y leal, que se hace presente aún sin pedírselo ', 'merecemos paz', 'querría que fuera con quien respete mi cuerpo, a mi, y mis decisiones', 'respete mi trabajo y tiempo', 'me pueden enseñar algo nuevo', 'lo notan', 'es cuando no se permiten cuestionar las ideas impuestas por un sistema que históricamente las ha oprimido, y terminan repitiendo patrones que las hieren', 'espera que yo coordine todo']",0.0,0.611,0.0,0.067,0.0,0.57,0.0,0.114,0.0,0.627,0.0,0.133,0.0,0.568,0.0,0.033
18,20,Estudiante,Tlaxcala,"['expresa lo que siente', 'es reservada', 'es valiente', 'quiere sentirse amado', 'alguien valiosa ', 'nos queremos mucho', 'sea feliz', 'son muy grandes', 'dan más de su 100%', 'un adulto que no pudo disfrutar su niñez', 'peleaba mucho', 'aún tiene creencias conservadoras']","['con mis compañeros', 'se organiza mejor ', 'deberían ser más estrictos', 'comprensivas', 'construir un hogar amoroso', 'continúo con lo mío', 'busco ser justa']","['que me olviden', 'mis esfuerzos dan frutos', 'no dar mi máximo esfuerzo', 'callarme para no incomodar', 'los hombres', 'que mis padres pelearan ', 'ser amada profundamente ', 'mejorar', 'permitir que se me faltara el respeto']","['tienen mucho que enseñar', 'no tiene opinión propia', 'merecen sentirse seguras', 'debe ser responsable', 'es genuina y leal, que se hace presente aún sin pedírselo ', 'merecemos paz', 'querría que fuera con quien respete mi cuerpo, a mi, y mis decisiones', 'respete mi trabajo y tiempo', 'me pueden enseñar algo nuevo', 'lo notan', 'es cuando no se permiten cuestionar las ideas impuestas por un sistema que históricamente las ha oprimido, y terminan repitiendo patrones que las hieren', 'espera que yo coordine todo']",0.0,0.632,0.0,0.078,0.06,0.55,0.06,0.179,0.046,0.592,0.046,0.176,0.0,0.582,0.0,0.064
19,21,Estudiante,Lejos,"['Me dedica atencion ', 'Es disfuncional ', 'Es buena', 'Me habla cuando quiere ', 'Si fuera un pariente lejano; no me ve ', 'Avaces nos peliamos ', 'Esta bien ', 'Son estables a su manera', 'Son muy extrictas ', 'Una buena persona ', 'Me dejaba esa', 'Aveces es muy controladora ']","['Con mi jefa de area', 'Seria un conflicto', 'Son bien volubles ', 'Del area forense ', 'Es poder ser multimillonario ', 'Corro', 'Me enojo']","['No poder cumplir mis sueños ', 'Solo estvuera en Puebla', 'Estar solo ', 'Hacer lo que otras personas quieren que haga ', 'Todo ', 'Pegarle a mi primo ', 'Terminar mis proyectos', 'No hacer nada ', 'Procrastinar']","['Son mis padres ', 'Se porta grosera con los demas ', 'Saben lo que quieren ', 'Estaria preocupada ', 'Es segura de si misma ', 'Son hermosas ', 'Soy virgen ', 'Me ayude a superarme y me motive ', 'Las respeto', 'Ni me buscan ', 'Es su carateer', 'Se muere del la risa ']",0.0,0.577,0.0,0.067,0.0,0.652,0.0,0.114,0.0,0.532,0.0,0.178,0.0,0.552,0.0,0.033
19,21,Estudiante,Lejos,"['Me dedica atencion ', 'Es disfuncional ', 'Es buena', 'Me habla cuando quiere ', 'Si fuera un pariente lejano; no me ve ', 'Avaces nos peliamos ', 'Esta bien ', 'Son estables a su manera', 'Son muy extrictas ', 'Una buena persona ', 'Me dejaba esa', 'Aveces es muy controladora ']","['Con mi jefa de area', 'Seria un conflicto', 'Son bien volubles ', 'Del area forense ', 'Es poder ser multimillonario ', 'Corro', 'Me enojo']","['No poder cumplir mis sueños ', 'Solo estvuera en Puebla', 'Estar solo ', 'Hacer lo que otras personas quieren que haga ', 'Todo ', 'Pegarle a mi primo ', 'Terminar mis proyectos', 'No hacer nada ', 'Procrastinar']","['Son mis padres ', 'Se porta grosera con los demas ', 'Saben lo que quieren ', 'Estaria preocupada ', 'Es segura de si misma ', 'Son hermosas ', 'Soy virgen ', 'Me ayude a superarme y me motive ', 'Las respeto', 'Ni me buscan ', 'Es su carateer', 'Se muere del la risa ']",0.0,0.61,0.0,0.042,0.0,0.633,0.0,0.09,0.046,0.534,0.046,0.172,0.0,0.557,0.0,0.033
20,36,Empleado,Tlaxcala ,"['Me entiende ', 'No es perfecta pero es funcional e irá mejorando ', 'Era única y aprendí muchas cosas ', 'Se preocupo por qué no faltará nada en casa ', 'Una persona normal', 'Tenías una conección unica', 'Cure sus heridas de niño y adolescente ', 'Tienen algo que enseñar', 'Siempre nos ven como sus pequeños ', 'Una persona amorosa', 'Jugaba conmigo', 'Me quiso a su manera ']","['Con mi compañero ', 'Tendrían buenas experiencias ', 'No eran como los imaginé pocos te alentaba a ser diferentes ', 'Enfocadas en su trabajo', 'Ser útil ala sociedad y apoyar siempre ', 'Sigo trabajando normal ', 'Trato de enseñar si no sabe']","['No ser el mejor padre y pareja', 'Soy feliz con lo que tengo', 'A ser mejor padre pareja y amigo', 'Tratar de darle gusto a los demás para ser aceptado ', 'Hablar en público ', 'Nada', 'Ser útil ala sociedad ', 'Quedarme en silencio ', 'Tratar de complacer alos demás para encajar me di cuenta y empeze a ser diferente']","['Deberían enseñar con el ejemplo ', 'Es falsa', 'Cada una tiene su historia y es comprensible apoyarlas cuando está a mi alcance', 'Tendrá experiencia inolvidable ', 'Debe ser coherente ', 'Deben sanar sus heridas infantiles y de adolescente ', 'Me cuido y trato con responsabilidad ', 'Sabe trabajar en equipo desde el callado hasta el que habla demasiado', 'Deben enseñar con el ejemplo ', 'Me dan mi espacio ', 'Interesadas', 'No le caigo por qué no soy tolerante']",0.0,0.643,0.0,0.067,0.0,0.609,0.0,0.114,0.0,0.598,0.0,0.133,0.0,0.565,0.017,0.083
